Region;Delegation;Sown Year;Sown Area (khas);Harvested Area (khas);Yield by Delegation (tn/has);Production (kTn);ENSO;Month;PH /HW;Protein;
N BA;PERGAMINO;2013;80;79,2;4;316,8;NEUTRAL;Oct;78,3964375;12,61068749;
SW BA;PIGUE;2013;330;326,7;2,6;849,42;NEUTRAL;Oct;81,83438211;10,78139751;
C BA;SALIQUELLO;2013;100;99;2,7;267,3;NEUTRAL;Oct;81,03508236;11,39455522;
SE BA;TANDIL;2013;289;287,555;5,2;1495,286;NEUTRAL;Oct;82,64173573;10,11080855;
SE BA;TRES ARROYOS;2013;558;541,26;3,9;2110,914;NEUTRAL;Oct;82,2648632;10,80344185;
C BA;25 DE MAYO;2013;105;104,475;4;417,9;NEUTRAL;Oct;82,96881084;10,26316882;
S SFE;CASILDA;2013;85;82,45;2,2;181,39;NEUTRAL;Oct;78,10232493;11,96803683;
C SFE;CDA GOMEZ;2013;145;140,65;2,3;323,495;NEUTRAL;Oct;78,51726715;12,38963354;
N SFE;RAFAELA;2013;165;148,5;1,7;252,45;NEUTRAL;Oct;77,11293766;11,52039567;
N SFE;AVELLANEDA;2013;24;21,6;1,3;28,08;NEUTRAL;Oct;77,85;12,2;
S SFE;VDO TUERTO;2013;85;83,3;2,9;241,57;NEUTRAL;Oct;78,5;11,46666667;
S CBA;LABOULAYE;2013;85;80,75;1,6;129,2;NEUTRAL;Oct;78,71666667;13,23333333;
E CBA;M JUAREZ;2013;180;171;2,8;478,8;NEUTRAL;Oct;77,61117967;12,43468463;
S CBA;RIO IV;2013;80;72;1,6;115,2;NEUTRAL;Oct;76,1;12,8;
N CBA;S FRANCISCO;2013;170;136;1,1;149,6;NEUTRAL;Oct;76,5;13,8;
C CBA;VILLA MARIA;2013;150;127,5;1,1;140,25;NEUTRAL;Oct;73,77531855;13,81392912;
ER;PARANA;2013;111;107,67;2,1;226,107;NEUTRAL;Oct;78,33527899;11,10641597;
ER;ROS DEL TALA;2013;160;158,4;2,7;427,68;NEUTRAL;Oct;78,83198951;10,99608432;
S LP;SANTA ROSA;2013;135;132,3;2,2;291,06;NEUTRAL;Oct;79,87262569;12,58310474;
N LP;GRAL PICO;2013;70;68,6;1,6;109,76;NEUTRAL;Oct;78,82594646;12,98116028;
C BA;BRAGADO;2013;70;69,3;4,1;284,13;NEUTRAL;Nov;81,174421;11,15299845;
C BA;BOLIVAR;2013;95;94,05;4;376,2;NEUTRAL;Nov;84,03461347;10,80646046;
SW BA;B BLANCA;2013;200;196;1,4;274,4;NEUTRAL;Nov;82,32935512;10,71360904;
N BA;JUNIN;2013;80;79,2;4;316,8;NEUTRAL;Nov;81,68193437;11,0362584;
W BA;LINCOLN;2013;102;100,98;3,3;333,234;NEUTRAL;Nov;80,89319647;11,23267981;
N BA;PERGAMINO;2013;80;79,2;4;316,8;NEUTRAL;Nov;78,3964375;12,61068749;
SW BA;PIGUE;2013;330;326,7;2,6;849,42;NEUTRAL;Nov;81,83438211;10,78139751;
C BA;SALIQUELLO;2013;100;99;2,7;267,3;NEUTRAL;Nov;81,03508236;11,39455522;
SE BA;TANDIL;2013;289;287,555;5,2;1495,286;NEUTRAL;Nov;82,64173573;10,11080855;
SE BA;TRES ARROYOS;2013;558;541,26;3,9;2110,914;NEUTRAL;Nov;82,2648632;10,80344185;
C BA;25 DE MAYO;2013;105;104,475;4;417,9;NEUTRAL;Nov;82,96881084;10,26316882;
S SFE;CASILDA;2013;85;82,45;2,2;181,39;NEUTRAL;Nov;78,10232493;11,96803683;
C SFE;CDA GOMEZ;2013;145;140,65;2,3;323,495;NEUTRAL;Nov;78,51726715;12,38963354;
N SFE;RAFAELA;2013;165;148,5;1,7;252,45;NEUTRAL;Nov;77,11293766;11,52039567;
N SFE;AVELLANEDA;2013;24;21,6;1,3;28,08;NEUTRAL;Nov;77,85;12,2;
S SFE;VDO TUERTO;2013;85;83,3;2,9;241,57;NEUTRAL;Nov;78,5;11,46666667;
S CBA;LABOULAYE;2013;85;80,75;1,6;129,2;NEUTRAL;Nov;78,71666667;13,23333333;
E CBA;M JUAREZ;2013;180;171;2,8;478,8;NEUTRAL;Nov;77,61117967;12,43468463;
S CBA;RIO IV;2013;80;72;1,6;115,2;NEUTRAL;Nov;76,1;12,8;
N CBA;S FRANCISCO;2013;170;136;1,1;149,6;NEUTRAL;Nov;76,5;13,8;
C CBA;VILLA MARIA;2013;150;127,5;1,1;140,25;NEUTRAL;Nov;73,77531855;13,81392912;
ER;PARANA;2013;111;107,67;2,1;226,107;NEUTRAL;Nov;78,33527899;11,10641597;
ER;ROS DEL TALA;2013;160;158,4;2,7;427,68;NEUTRAL;Nov;78,83198951;10,99608432;
S LP;SANTA ROSA;2013;135;132,3;2,2;291,06;NEUTRAL;Nov;79,87262569;12,58310474;
N LP;GRAL PICO;2013;70;68,6;1,6;109,76;NEUTRAL;Nov;78,82594646;12,98116028;
C BA;BRAGADO;2013;70;69,3;4,1;284,13;NEUTRAL;Dec;81,174421;11,15299845;
C BA;BOLIVAR;2013;95;94,05;4;376,2;NEUTRAL;Dec;84,03461347;10,80646046;
SW BA;B BLANCA;2013;200;196;1,4;274,4;NEUTRAL;Dec;82,32935512;10,71360904;
N BA;JUNIN;2013;80;79,2;4;316,8;NEUTRAL;Dec;81,68193437;11,0362584;
W BA;LINCOLN;2013;102;100,98;3,3;333,234;NEUTRAL;Dec;80,89319647;11,23267981;
N BA;PERGAMINO;2013;80;79,2;4;316,8;NEUTRAL;Dec;78,3964375;12,61068749;
SW BA;PIGUE;2013;330;326,7;2,6;849,42;NEUTRAL;Dec;81,83438211;10,78139751;
C BA;SALIQUELLO;2013;100;99;2,7;267,3;NEUTRAL;Dec;81,03508236;11,39455522;
SE BA;TANDIL;2013;289;287,555;5,2;1495,286;NEUTRAL;Dec;82,64173573;10,11080855;
SE BA;TRES ARROYOS;2013;558;541,26;3,9;2110,914;NEUTRAL;Dec;82,2648632;10,80344185;
C BA;25 DE MAYO;2013;105;104,475;4;417,9;NEUTRAL;Dec;82,96881084;10,26316882;
S SFE;CASILDA;2013;85;82,45;2,2;181,39;NEUTRAL;Dec;78,10232493;11,96803683;
C SFE;CDA GOMEZ;2013;145;140,65;2,3;323,495;NEUTRAL;Dec;78,51726715;12,38963354;
N SFE;RAFAELA;2013;165;148,5;1,7;252,45;NEUTRAL;Dec;77,11293766;11,52039567;
N SFE;AVELLANEDA;2013;24;21,6;1,3;28,08;NEUTRAL;Dec;77,85;12,2;
S SFE;VDO TUERTO;2013;85;83,3;2,9;241,57;NEUTRAL;Dec;78,5;11,46666667;
S CBA;LABOULAYE;2013;85;80,75;1,6;129,2;NEUTRAL;Dec;78,71666667;13,23333333;
E CBA;M JUAREZ;2013;180;171;2,8;478,8;NEUTRAL;Dec;77,61117967;12,43468463;
S CBA;RIO IV;2013;80;72;1,6;115,2;NEUTRAL;Dec;76,1;12,8;
N CBA;S FRANCISCO;2013;170;136;1,1;149,6;NEUTRAL;Dec;76,5;13,8;
C CBA;VILLA MARIA;2013;150;127,5;1,1;140,25;NEUTRAL;Dec;73,77531855;13,81392912;
ER;PARANA;2013;111;107,67;2,1;226,107;NEUTRAL;Dec;78,33527899;11,10641597;
ER;ROS DEL TALA;2013;160;158,4;2,7;427,68;NEUTRAL;Dec;78,83198951;10,99608432;
S LP;SANTA ROSA;2013;135;132,3;2,2;291,06;NEUTRAL;Dec;79,87262569;12,58310474;
N LP;GRAL PICO;2013;70;68,6;1,6;109,76;NEUTRAL;Dec;78,82594646;12,98116028;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;April;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;April;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;April;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;April;80,32002139;10,83536048;
W BA;LINCOLN;2014;120;104,5;3,8;397,1;EL NIÑO;April;79,45172845;10,6220651;
W BA;PEHUAJO;2014;100;98;3,9;382,2;EL NIÑO;April;81,15271653;10,39485151;
N BA;PERGAMINO;2014;90;80;3,7;296;EL NIÑO;April;79,40761414;10,10879421;
SW BA;PIGUE;2014;375;267,3;2,7;721,71;EL NIÑO;April;82,34271658;9,922723289;
C BA;SALIQUELLO;2014;108;83,3;3;249,9;EL NIÑO;April;80,67318358;10,02373419;
SE BA;TANDIL;2014;235;204,67;4,1;839,147;EL NIÑO;April;78,89592314;10,09691628;
SE BA;TRES ARROYOS;2014;450;313,6;3,4;1066,24;EL NIÑO;April;81,87032963;9,938061682;
C BA;25 DE MAYO;2014;60;37,8;3,7;139,86;EL NIÑO;April;81,23991432;10,10948692;
S SFE;CASILDA;2014;100;76,5;3,4;260,1;EL NIÑO;April;77,40140072;10,22739837;
C SFE;CDA GOMEZ;2014;200;166,25;2,9;482,125;EL NIÑO;April;75,65175751;11,15862463;
N SFE;RAFAELA;2014;232;176,4;2,3;405,72;EL NIÑO;April;75,32559116;10,78204181;
N SFE;AVELLANEDA;2014;70;58,8;2;117,6;EL NIÑO;April;79,00700893;10,2269823;
S SFE;VDO TUERTO;2014;105;87,4;4;349,6;EL NIÑO;April;78,3;10,66666667;
S CBA;LABOULAYE;2014;98;86,4;2,9;250,56;EL NIÑO;April;79,7621022;10,27922277;
E CBA;M JUAREZ;2014;240;189;3,3;623,7;EL NIÑO;April;76,36850894;10,63079441;
S CBA;RIO IV;2014;115;108;2,4;259,2;EL NIÑO;April;77,92121981;12,36910561;
N CBA;S FRANCISCO;2014;400;357,7;2,5;894,25;EL NIÑO;April;77,98578331;10;
C CBA;VILLA MARIA;2014;235;179,45;2,4;430,68;EL NIÑO;April;77,96316419;11,08170066;
ER;PARANA;2014;127,65;73,5;2,1;154,35;EL NIÑO;April;76,71006848;10,85097861;
ER;ROS DEL TALA;2014;159;104,5;2,6;271,7;EL NIÑO;April;76,53326348;10,85008743;
S LP;SANTA ROSA;2014;148,5;143,55;2,5;358,875;EL NIÑO;April;82,71398747;9,804697992;
N LP;GRAL PICO;2014;76;64,35;3;193,05;EL NIÑO;April;81,43562774;9,921604704;
NEA;Chaco North;2014;20;14,25;1,3;18,525;EL NIÑO;April;80,73333333;11,8;
NEA;Chaco Central/SW;2014;100;47,5;1,1;52,25;EL NIÑO;April;80,73333333;11,8;
NEA;Chaco East;2014;11,7;9,2;1;9,2;EL NIÑO;April;80,73333333;11,8;
NEA;Sgo del Estero SE;2014;150;128,8;1,3;167,44;EL NIÑO;April;76,35;14,2;
NEA;Sgo del Estero NE;2014;102;17,48;1,4;24,472;EL NIÑO;April;76,35;14,2;
NOA;Salta Centro/Sur;2014;55;80,75;1,1;88,825;EL NIÑO;April;80,8625;11,525;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;May;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;May;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;May;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;May;80,32002139;10,83536048;
W BA;LINCOLN;2014;120;104,5;3,8;397,1;EL NIÑO;May;79,45172845;10,6220651;
W BA;PEHUAJO;2014;100;98;3,9;382,2;EL NIÑO;May;81,15271653;10,39485151;
N BA;PERGAMINO;2014;90;80;3,7;296;EL NIÑO;May;79,40761414;10,10879421;
SW BA;PIGUE;2014;375;267,3;2,7;721,71;EL NIÑO;May;82,34271658;9,922723289;
C BA;SALIQUELLO;2014;108;83,3;3;249,9;EL NIÑO;May;80,67318358;10,02373419;
SE BA;TANDIL;2014;235;204,67;4,1;839,147;EL NIÑO;May;78,89592314;10,09691628;
SE BA;TRES ARROYOS;2014;450;313,6;3,4;1066,24;EL NIÑO;May;81,87032963;9,938061682;
C BA;25 DE MAYO;2014;60;37,8;3,7;139,86;EL NIÑO;May;81,23991432;10,10948692;
S SFE;CASILDA;2014;100;76,5;3,4;260,1;EL NIÑO;May;77,40140072;10,22739837;
C SFE;CDA GOMEZ;2014;200;166,25;2,9;482,125;EL NIÑO;May;75,65175751;11,15862463;
N SFE;RAFAELA;2014;232;176,4;2,3;405,72;EL NIÑO;May;75,32559116;10,78204181;
N SFE;AVELLANEDA;2014;70;58,8;2;117,6;EL NIÑO;May;79,00700893;10,2269823;
S SFE;VDO TUERTO;2014;105;87,4;4;349,6;EL NIÑO;May;78,3;10,66666667;
S CBA;LABOULAYE;2014;98;86,4;2,9;250,56;EL NIÑO;May;79,7621022;10,27922277;
E CBA;M JUAREZ;2014;240;189;3,3;623,7;EL NIÑO;May;76,36850894;10,63079441;
S CBA;RIO IV;2014;115;108;2,4;259,2;EL NIÑO;May;77,92121981;12,36910561;
N CBA;S FRANCISCO;2014;400;357,7;2,5;894,25;EL NIÑO;May;77,98578331;10;
C CBA;VILLA MARIA;2014;235;179,45;2,4;430,68;EL NIÑO;May;77,96316419;11,08170066;
ER;PARANA;2014;127,65;73,5;2,1;154,35;EL NIÑO;May;76,71006848;10,85097861;
ER;ROS DEL TALA;2014;159;104,5;2,6;271,7;EL NIÑO;May;76,53326348;10,85008743;
S LP;SANTA ROSA;2014;148,5;143,55;2,5;358,875;EL NIÑO;May;82,71398747;9,804697992;
N LP;GRAL PICO;2014;76;64,35;3;193,05;EL NIÑO;May;81,43562774;9,921604704;
NEA;Chaco North;2014;20;14,25;1,3;18,525;EL NIÑO;May;80,73333333;11,8;
NEA;Chaco Central/SW;2014;100;47,5;1,1;52,25;EL NIÑO;May;80,73333333;11,8;
NEA;Chaco East;2014;11,7;9,2;1;9,2;EL NIÑO;May;80,73333333;11,8;
NEA;Sgo del Estero SE;2014;150;128,8;1,3;167,44;EL NIÑO;May;76,35;14,2;
NEA;Sgo del Estero NE;2014;102;17,48;1,4;24,472;EL NIÑO;May;76,35;14,2;
NOA;Salta Centro/Sur;2014;55;80,75;1,1;88,825;EL NIÑO;May;80,8625;11,525;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;June;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;June;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;June;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;June;80,32002139;10,83536048;
W BA;LINCOLN;2014;120;104,5;3,8;397,1;EL NIÑO;June;79,45172845;10,6220651;
W BA;PEHUAJO;2014;100;98;3,9;382,2;EL NIÑO;June;81,15271653;10,39485151;
N BA;PERGAMINO;2014;90;80;3,7;296;EL NIÑO;June;79,40761414;10,10879421;
SW BA;PIGUE;2014;375;267,3;2,7;721,71;EL NIÑO;June;82,34271658;9,922723289;
C BA;SALIQUELLO;2014;108;83,3;3;249,9;EL NIÑO;June;80,67318358;10,02373419;
SE BA;TANDIL;2014;235;204,67;4,1;839,147;EL NIÑO;June;78,89592314;10,09691628;
SE BA;TRES ARROYOS;2014;450;313,6;3,4;1066,24;EL NIÑO;June;81,87032963;9,938061682;
C BA;25 DE MAYO;2014;60;37,8;3,7;139,86;EL NIÑO;June;81,23991432;10,10948692;
S SFE;CASILDA;2014;100;76,5;3,4;260,1;EL NIÑO;June;77,40140072;10,22739837;
C SFE;CDA GOMEZ;2014;200;166,25;2,9;482,125;EL NIÑO;June;75,65175751;11,15862463;
N SFE;RAFAELA;2014;232;176,4;2,3;405,72;EL NIÑO;June;75,32559116;10,78204181;
N SFE;AVELLANEDA;2014;70;58,8;2;117,6;EL NIÑO;June;79,00700893;10,2269823;
S SFE;VDO TUERTO;2014;105;87,4;4;349,6;EL NIÑO;June;78,3;10,66666667;
S CBA;LABOULAYE;2014;98;86,4;2,9;250,56;EL NIÑO;June;79,7621022;10,27922277;
E CBA;M JUAREZ;2014;240;189;3,3;623,7;EL NIÑO;June;76,36850894;10,63079441;
S CBA;RIO IV;2014;115;108;2,4;259,2;EL NIÑO;June;77,92121981;12,36910561;
N CBA;S FRANCISCO;2014;400;357,7;2,5;894,25;EL NIÑO;June;77,98578331;10;
C CBA;VILLA MARIA;2014;235;179,45;2,4;430,68;EL NIÑO;June;77,96316419;11,08170066;
ER;PARANA;2014;127,65;73,5;2,1;154,35;EL NIÑO;June;76,71006848;10,85097861;
ER;ROS DEL TALA;2014;159;104,5;2,6;271,7;EL NIÑO;June;76,53326348;10,85008743;
S LP;SANTA ROSA;2014;148,5;143,55;2,5;358,875;EL NIÑO;June;82,71398747;9,804697992;
N LP;GRAL PICO;2014;76;64,35;3;193,05;EL NIÑO;June;81,43562774;9,921604704;
NEA;Chaco North;2014;20;14,25;1,3;18,525;EL NIÑO;June;80,73333333;11,8;
NEA;Chaco Central/SW;2014;100;47,5;1,1;52,25;EL NIÑO;June;80,73333333;11,8;
NEA;Chaco East;2014;11,7;9,2;1;9,2;EL NIÑO;June;80,73333333;11,8;
NEA;Sgo del Estero SE;2014;150;128,8;1,3;167,44;EL NIÑO;June;76,35;14,2;
NEA;Sgo del Estero NE;2014;102;17,48;1,4;24,472;EL NIÑO;June;76,35;14,2;
NOA;Salta Centro/Sur;2014;55;80,75;1,1;88,825;EL NIÑO;June;80,8625;11,525;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;Jul;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;Jul;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;Jul;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;Jul;80,32002139;10,83536048;
W BA;LINCOLN;2014;120;104,5;3,8;397,1;EL NIÑO;Jul;79,45172845;10,6220651;
W BA;PEHUAJO;2014;100;98;3,9;382,2;EL NIÑO;Jul;81,15271653;10,39485151;
N BA;PERGAMINO;2014;90;80;3,7;296;EL NIÑO;Jul;79,40761414;10,10879421;
SW BA;PIGUE;2014;375;267,3;2,7;721,71;EL NIÑO;Jul;82,34271658;9,922723289;
C BA;SALIQUELLO;2014;108;83,3;3;249,9;EL NIÑO;Jul;80,67318358;10,02373419;
SE BA;TANDIL;2014;235;204,67;4,1;839,147;EL NIÑO;Jul;78,89592314;10,09691628;
SE BA;TRES ARROYOS;2014;450;313,6;3,4;1066,24;EL NIÑO;Jul;81,87032963;9,938061682;
C BA;25 DE MAYO;2014;60;37,8;3,7;139,86;EL NIÑO;Jul;81,23991432;10,10948692;
S SFE;CASILDA;2014;100;76,5;3,4;260,1;EL NIÑO;Jul;77,40140072;10,22739837;
C SFE;CDA GOMEZ;2014;200;166,25;2,9;482,125;EL NIÑO;Jul;75,65175751;11,15862463;
N SFE;RAFAELA;2014;232;176,4;2,3;405,72;EL NIÑO;Jul;75,32559116;10,78204181;
N SFE;AVELLANEDA;2014;70;58,8;2;117,6;EL NIÑO;Jul;79,00700893;10,2269823;
S SFE;VDO TUERTO;2014;105;87,4;4;349,6;EL NIÑO;Jul;78,3;10,66666667;
S CBA;LABOULAYE;2014;98;86,4;2,9;250,56;EL NIÑO;Jul;79,7621022;10,27922277;
E CBA;M JUAREZ;2014;240;189;3,3;623,7;EL NIÑO;Jul;76,36850894;10,63079441;
S CBA;RIO IV;2014;115;108;2,4;259,2;EL NIÑO;Jul;77,92121981;12,36910561;
N CBA;S FRANCISCO;2014;400;357,7;2,5;894,25;EL NIÑO;Jul;77,98578331;10;
C CBA;VILLA MARIA;2014;235;179,45;2,4;430,68;EL NIÑO;Jul;77,96316419;11,08170066;
ER;PARANA;2014;127,65;73,5;2,1;154,35;EL NIÑO;Jul;76,71006848;10,85097861;
ER;ROS DEL TALA;2014;159;104,5;2,6;271,7;EL NIÑO;Jul;76,53326348;10,85008743;
S LP;SANTA ROSA;2014;148,5;143,55;2,5;358,875;EL NIÑO;Jul;82,71398747;9,804697992;
N LP;GRAL PICO;2014;76;64,35;3;193,05;EL NIÑO;Jul;81,43562774;9,921604704;
NEA;Chaco North;2014;20;14,25;1,3;18,525;EL NIÑO;Jul;80,73333333;11,8;
NEA;Chaco Central/SW;2014;100;47,5;1,1;52,25;EL NIÑO;Jul;80,73333333;11,8;
NEA;Chaco East;2014;11,7;9,2;1;9,2;EL NIÑO;Jul;80,73333333;11,8;
NEA;Sgo del Estero SE;2014;150;128,8;1,3;167,44;EL NIÑO;Jul;76,35;14,2;
NEA;Sgo del Estero NE;2014;102;17,48;1,4;24,472;EL NIÑO;Jul;76,35;14,2;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;Aug;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;Aug;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;Aug;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;Aug;80,32002139;10,83536048;
W BA;LINCOLN;2014;120;104,5;3,8;397,1;EL NIÑO;Aug;79,45172845;10,6220651;
W BA;PEHUAJO;2014;100;98;3,9;382,2;EL NIÑO;Aug;81,15271653;10,39485151;
N BA;PERGAMINO;2014;90;80;3,7;296;EL NIÑO;Aug;79,40761414;10,10879421;
SW BA;PIGUE;2014;375;267,3;2,7;721,71;EL NIÑO;Aug;82,34271658;9,922723289;
C BA;SALIQUELLO;2014;108;83,3;3;249,9;EL NIÑO;Aug;80,67318358;10,02373419;
SE BA;TANDIL;2014;235;204,67;4,1;839,147;EL NIÑO;Aug;78,89592314;10,09691628;
SE BA;TRES ARROYOS;2014;450;313,6;3,4;1066,24;EL NIÑO;Aug;81,87032963;9,938061682;
C BA;25 DE MAYO;2014;60;37,8;3,7;139,86;EL NIÑO;Aug;81,23991432;10,10948692;
S SFE;CASILDA;2014;100;76,5;3,4;260,1;EL NIÑO;Aug;77,40140072;10,22739837;
C SFE;CDA GOMEZ;2014;200;166,25;2,9;482,125;EL NIÑO;Aug;75,65175751;11,15862463;
N SFE;RAFAELA;2014;232;176,4;2,3;405,72;EL NIÑO;Aug;75,32559116;10,78204181;
N SFE;AVELLANEDA;2014;70;58,8;2;117,6;EL NIÑO;Aug;79,00700893;10,2269823;
S SFE;VDO TUERTO;2014;105;87,4;4;349,6;EL NIÑO;Aug;78,3;10,66666667;
S CBA;LABOULAYE;2014;98;86,4;2,9;250,56;EL NIÑO;Aug;79,7621022;10,27922277;
E CBA;M JUAREZ;2014;240;189;3,3;623,7;EL NIÑO;Aug;76,36850894;10,63079441;
S CBA;RIO IV;2014;115;108;2,4;259,2;EL NIÑO;Aug;77,92121981;12,36910561;
N CBA;S FRANCISCO;2014;400;357,7;2,5;894,25;EL NIÑO;Aug;77,98578331;10;
C CBA;VILLA MARIA;2014;235;179,45;2,4;430,68;EL NIÑO;Aug;77,96316419;11,08170066;
ER;PARANA;2014;127,65;73,5;2,1;154,35;EL NIÑO;Aug;76,71006848;10,85097861;
ER;ROS DEL TALA;2014;159;104,5;2,6;271,7;EL NIÑO;Aug;76,53326348;10,85008743;
S LP;SANTA ROSA;2014;148,5;143,55;2,5;358,875;EL NIÑO;Aug;82,71398747;9,804697992;
N LP;GRAL PICO;2014;76;64,35;3;193,05;EL NIÑO;Aug;81,43562774;9,921604704;
NEA;Chaco North;2014;20;14,25;1,3;18,525;EL NIÑO;Aug;80,73333333;11,8;
NEA;Chaco Central/SW;2014;100;47,5;1,1;52,25;EL NIÑO;Aug;80,73333333;11,8;
NEA;Chaco East;2014;11,7;9,2;1;9,2;EL NIÑO;Aug;80,73333333;11,8;
NEA;Sgo del Estero SE;2014;150;128,8;1,3;167,44;EL NIÑO;Aug;76,35;14,2;
NEA;Sgo del Estero NE;2014;102;17,48;1,4;24,472;EL NIÑO;Aug;76,35;14,2;
NOA;Salta Centro/Sur;2014;55;80,75;1,1;88,825;EL NIÑO;Aug;80,8625;11,525;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;Sep;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;Sep;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;Sep;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;Sep;80,32002139;10,83536048;
W BA;LINCOLN;2014;120;104,5;3,8;397,1;EL NIÑO;Sep;79,45172845;10,6220651;
W BA;PEHUAJO;2014;100;98;3,9;382,2;EL NIÑO;Sep;81,15271653;10,39485151;
N BA;PERGAMINO;2014;90;80;3,7;296;EL NIÑO;Sep;79,40761414;10,10879421;
SW BA;PIGUE;2014;375;267,3;2,7;721,71;EL NIÑO;Sep;82,34271658;9,922723289;
C BA;SALIQUELLO;2014;108;83,3;3;249,9;EL NIÑO;Sep;80,67318358;10,02373419;
SE BA;TANDIL;2014;235;204,67;4,1;839,147;EL NIÑO;Sep;78,89592314;10,09691628;
SE BA;TRES ARROYOS;2014;450;313,6;3,4;1066,24;EL NIÑO;Sep;81,87032963;9,938061682;
C BA;25 DE MAYO;2014;60;37,8;3,7;139,86;EL NIÑO;Sep;81,23991432;10,10948692;
S SFE;CASILDA;2014;100;76,5;3,4;260,1;EL NIÑO;Sep;77,40140072;10,22739837;
C SFE;CDA GOMEZ;2014;200;166,25;2,9;482,125;EL NIÑO;Sep;75,65175751;11,15862463;
N SFE;RAFAELA;2014;232;176,4;2,3;405,72;EL NIÑO;Sep;75,32559116;10,78204181;
N SFE;AVELLANEDA;2014;70;58,8;2;117,6;EL NIÑO;Sep;79,00700893;10,2269823;
S SFE;VDO TUERTO;2014;105;87,4;4;349,6;EL NIÑO;Sep;78,3;10,66666667;
S CBA;LABOULAYE;2014;98;86,4;2,9;250,56;EL NIÑO;Sep;79,7621022;10,27922277;
E CBA;M JUAREZ;2014;240;189;3,3;623,7;EL NIÑO;Sep;76,36850894;10,63079441;
S CBA;RIO IV;2014;115;108;2,4;259,2;EL NIÑO;Sep;77,92121981;12,36910561;
N CBA;S FRANCISCO;2014;400;357,7;2,5;894,25;EL NIÑO;Sep;77,98578331;10;
C CBA;VILLA MARIA;2014;235;179,45;2,4;430,68;EL NIÑO;Sep;77,96316419;11,08170066;
ER;PARANA;2014;127,65;73,5;2,1;154,35;EL NIÑO;Sep;76,71006848;10,85097861;
ER;ROS DEL TALA;2014;159;104,5;2,6;271,7;EL NIÑO;Sep;76,53326348;10,85008743;
S LP;SANTA ROSA;2014;148,5;143,55;2,5;358,875;EL NIÑO;Sep;82,71398747;9,804697992;
N LP;GRAL PICO;2014;76;64,35;3;193,05;EL NIÑO;Sep;81,43562774;9,921604704;
NEA;Chaco North;2014;20;14,25;1,3;18,525;EL NIÑO;Sep;80,73333333;11,8;
NEA;Chaco Central/SW;2014;100;47,5;1,1;52,25;EL NIÑO;Sep;80,73333333;11,8;
NEA;Chaco East;2014;11,7;9,2;1;9,2;EL NIÑO;Sep;80,73333333;11,8;
NEA;Sgo del Estero SE;2014;150;128,8;1,3;167,44;EL NIÑO;Sep;76,35;14,2;
NEA;Sgo del Estero NE;2014;102;17,48;1,4;24,472;EL NIÑO;Sep;76,35;14,2;
NOA;Salta Centro/Sur;2014;55;80,75;1,1;88,825;EL NIÑO;Sep;80,8625;11,525;
C BA;BRAGADO;2014;60;52,7;4;210,8;EL NIÑO;Oct;83,24278738;10,69540224;
C BA;BOLIVAR;2014;55;52,25;3,1;161,975;EL NIÑO;Oct;80,99508583;10,29316837;
SW BA;B BLANCA;2014;130;87,3;2;174,6;EL NIÑO;Oct;81,98573864;10,10194569;
N BA;JUNIN;2014;80;52;3,8;197,6;EL NIÑO;Oct;80,32002139;10,83536048;
